,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,temp
5004,1,1,1,1,0,14
5005,0,1,0,0,1,17
5006,0,0,1,0,1,0
5007,1,1,0,1,0,19
5008,1,0,0,1,1,7
5009,0,1,0,1,1,24
5010,0,0,1,1,0,24
5011,0,0,1,1,1,4
5012,1,1,0,0,0,15
5013,0,1,1,1,1,21
5014,0,0,1,0,1,17
5015,0,1,1,1,1,18
5016,1,0,0,0,1,18
5017,0,0,0,1,1,4
5018,0,0,0,1,1,9
5019,0,0,1,0,0,14
5020,0,1,0,1,0,5
5021,0,1,0,0,1,20
5022,1,0,1,1,0,12
5023,0,1,0,0,0,20
5024,0,0,0,0,1,4
5025,1,0,0,1,0,20
5026,1,0,0,0,0,15
5027,0,0,0,0,0,21
5028,1,0,0,0,1,9
5029,1,1,0,1,1,6
5030,0,1,1,0,1,4
5031,0,1,0,0,1,6
5032,1,0,0,0,1,24
5033,0,1,1,0,1,11
5034,0,0,0,0,0,4
5035,0,0,0,0,0,24
5036,1,1,1,1,1,3
5037,1,0,1,1,1,10
5038,1,1,0,1,0,5
5039,1,1,0,1,0,4
5040,1,0,0,0,1,20
5041,0,1,1,0,1,6
5042,1,0,0,0,0,3
5043,0,0,0,0,1,16
5044,0,0,0,0,1,8
5045,1,0,1,1,0,2
5046,0,0,1,0,1,12
5047,1,1,0,1,1,14
5048,1,1,1,1,1,15
5049,1,0,1,1,1,13
5050,1,1,1,0,1,21
5051,0,1,0,1,1,5
5052,1,1,0,0,0,4
5053,0,1,0,1,0,24
5054,0,0,1,1,1,7
5055,1,0,0,0,0,2
5056,1,0,1,1,0,23
5057,1,1,0,0,1,9
5058,0,1,0,1,0,14
5059,1,0,0,0,1,20
5060,0,1,1,0,0,1
5061,1,1,1,0,1,14
5062,1,0,1,0,0,5
5063,0,0,0,1,1,8
5064,0,1,0,1,1,10
5065,1,1,1,0,1,11
5066,0,1,0,1,0,19
5067,1,1,1,0,1,12
5068,0,0,0,0,1,22
5069,1,1,1,0,1,16
5070,0,0,0,1,0,2
5071,0,0,0,0,0,19
5072,1,0,1,0,0,1
5073,1,1,0,1,1,10
5074,1,1,0,0,0,21
5075,0,1,1,0,1,17
5076,1,0,0,1,0,22
5077,0,1,1,1,1,16
5078,0,0,1,0,0,21
5079,0,1,1,0,1,1
5080,1,1,1,1,0,13
5081,1,0,0,0,0,5
5082,0,1,1,0,1,6
5083,0,0,1,1,0,10
5084,1,0,1,1,0,17
5085,0,1,1,1,1,15
5086,1,0,1,0,1,9
5087,0,1,0,1,0,9
5088,0,1,0,0,1,21
5089,1,1,0,1,0,5
5090,0,1,1,1,1,7
5091,1,1,0,0,0,0
5092,1,0,0,0,0,24
5093,0,0,1,0,1,0
5094,0,0,1,0,0,23
5095,1,1,1,0,1,3
5096,1,1,1,1,0,3
5097,1,1,1,0,0,23
5098,1,1,1,1,0,16
5099,1,1,1,0,0,6
5100,1,0,1,1,0,9
5101,0,1,1,0,1,16
5102,1,1,0,0,0,13
5103,1,0,0,0,1,9
5104,1,1,1,0,1,5
5105,1,1,1,1,0,18
5106,0,0,0,1,0,10
5107,1,0,1,1,1,18
5108,0,0,1,0,1,0
5109,0,0,0,1,0,7
5110,1,1,1,1,1,3
5111,1,1,0,1,1,2
5112,0,1,1,0,1,4
5113,1,0,1,1,1,13
5114,1,1,1,1,0,24
5115,1,0,0,0,1,9
5116,0,0,1,1,1,15
5117,0,0,0,1,0,1
5118,1,1,0,0,0,21
5119,0,0,1,0,1,22
5120,0,1,0,1,1,7
5121,0,1,0,0,1,18
5122,0,1,0,0,0,14
5123,0,0,1,1,0,20
5124,0,1,1,1,1,15
5125,1,1,1,1,1,10
5126,1,1,0,0,1,8
5127,1,1,1,1,1,23
5128,0,1,1,1,1,8
5129,1,0,0,1,1,19
5130,0,1,1,1,1,1
5131,1,1,1,1,1,6
5132,1,0,1,1,1,0
5133,0,0,1,0,1,7
5134,0,0,0,1,1,19
5135,0,1,1,0,1,6
5136,0,1,0,0,1,5
5137,0,1,0,1,0,16
5138,1,0,0,1,0,20
5139,1,1,0,1,0,16
5140,0,1,1,1,1,21
5141,0,0,1,1,0,8
5142,0,1,1,0,0,6
5143,1,0,0,1,1,7
5144,1,1,1,1,0,1
5145,1,0,1,0,0,17
5146,0,1,1,0,0,15
5147,0,1,1,0,0,9
5148,0,0,1,0,0,20
5149,1,0,0,1,1,0
5150,1,0,0,1,1,16
5151,0,0,0,1,0,4
5152,1,1,0,0,0,12
5153,0,1,1,0,0,14
5154,1,1,0,0,0,15
5155,0,0,1,1,1,4
5156,1,1,0,0,1,13
5157,1,1,1,0,0,1
5158,0,0,0,1,0,14
5159,1,0,0,0,0,8
5160,1,1,1,0,1,10
5161,0,0,0,1,0,22
5162,1,1,1,1,1,21
5163,1,0,0,1,0,23
5164,1,0,0,0,1,24
5165,1,1,0,1,0,20
5166,0,0,0,0,1,22
5167,1,0,1,1,0,15
5168,1,0,0,1,1,21
5169,1,0,1,1,0,23
5170,0,1,1,0,1,8
5171,1,1,0,1,1,14
5172,0,1,1,1,0,13
5173,0,1,1,0,0,15
5174,0,0,1,1,0,23
5175,1,1,1,1,0,4
5176,0,1,1,0,1,16
5177,0,0,1,0,1,21
5178,1,0,0,0,1,8
5179,0,0,0,0,0,19
5180,1,1,0,1,0,16
5181,1,1,0,0,1,8
5182,0,0,0,0,1,19
5183,0,1,1,0,0,17
5184,1,0,1,0,0,17
5185,1,0,0,1,0,15
5186,1,1,0,1,0,14
5187,0,1,1,1,0,7
5188,0,1,0,1,1,22
5189,0,1,1,1,1,13
5190,0,1,0,0,1,16
5191,0,0,0,1,1,22
5192,0,0,1,0,1,10
5193,0,1,1,1,1,23
5194,0,1,0,1,0,22
5195,0,0,1,0,0,1
5196,0,0,1,1,0,5
5197,1,1,0,0,1,23
5198,0,1,0,0,0,13
5199,1,1,1,1,1,14
5200,1,1,0,1,1,19
5201,0,0,1,0,1,9
5202,1,1,1,1,1,10
5203,0,1,1,0,1,11
5204,1,1,0,0,1,12
5205,1,0,0,0,0,17
5206,0,1,0,0,0,16
5207,1,1,0,1,0,20
5208,0,0,1,0,1,15
5209,0,0,1,0,1,0
5210,0,0,1,0,1,0
5211,1,1,1,0,0,21
5212,1,1,1,0,1,0
5213,1,1,0,0,0,5
5214,1,0,1,1,1,1
5215,1,0,0,1,0,6
5216,1,1,0,0,1,4
5217,0,1,0,1,1,18
5218,1,0,0,1,1,10
5219,0,1,1,0,1,22
5220,1,0,0,0,1,24
5221,0,1,1,0,1,19
5222,1,1,0,0,1,16
5223,1,0,0,0,1,10
5224,1,0,0,0,1,15
5225,0,0,0,0,0,16
5226,0,1,1,0,0,23
5227,0,1,1,1,0,3
5228,0,0,1,0,1,8
5229,1,1,0,1,0,17
5230,0,1,0,1,0,22
5231,0,1,0,1,1,0
5232,1,0,0,1,0,10
5233,1,0,0,1,0,15
5234,0,1,1,0,0,23
5235,1,0,0,0,1,12
5236,0,1,1,0,0,16
5237,1,1,0,0,0,9
5238,0,0,0,0,0,6
5239,0,1,1,1,0,0
5240,0,0,0,1,1,5
5241,1,0,1,1,0,23
5242,1,1,0,0,0,12
5243,1,1,0,1,0,23
5244,0,0,0,0,0,21
5245,1,1,1,0,0,7
5246,1,0,0,1,0,22
5247,0,0,1,1,1,21
5248,0,1,0,1,0,6
5249,1,1,1,1,1,8
5250,1,1,0,1,0,20
5251,0,1,0,0,0,7
5252,0,1,1,1,0,4
5253,1,0,0,0,0,15
5254,0,1,1,1,0,7
5255,1,0,0,1,0,24
5256,1,1,0,1,0,13
5257,1,0,1,1,0,16
5258,0,0,1,0,1,14
5259,0,1,0,0,0,21
5260,1,1,1,0,0,8
5261,0,1,0,0,0,17
5262,0,0,0,0,0,7
5263,0,0,1,1,0,20
5264,1,0,1,1,1,19
5265,1,0,0,1,0,1
5266,0,1,0,0,1,11
5267,0,1,1,0,1,3
5268,1,0,0,1,1,14
5269,0,0,1,1,0,12
5270,0,0,1,0,0,10
5271,0,0,0,0,0,3
5272,0,0,1,1,0,8
5273,0,1,1,1,0,11
5274,1,1,0,1,0,0
5275,1,1,0,1,0,6
5276,1,1,1,1,1,18
5277,0,1,0,1,1,18
5278,1,1,1,0,0,3
5279,1,1,0,0,0,3
5280,1,0,0,1,1,8
5281,1,0,0,1,1,2
5282,1,1,1,1,0,20
5283,0,0,1,1,1,14
5284,0,0,1,1,1,21
5285,1,1,0,0,0,15
5286,1,1,0,0,0,5
5287,0,0,0,1,0,4
5288,0,1,1,1,0,2
5289,0,0,1,0,1,14
5290,0,0,1,1,1,15
5291,0,0,1,1,0,4
5292,1,1,0,1,1,16
5293,1,1,0,1,0,11
5294,1,1,0,1,0,3
5295,1,1,1,0,1,10
5296,1,0,1,1,0,3
5297,0,0,1,0,1,18
5298,0,0,1,1,1,19
5299,0,0,0,1,1,17
5300,1,1,0,0,0,9
5301,0,1,0,0,0,20
5302,0,0,1,0,1,15
5303,0,1,1,1,1,7
5304,0,0,1,1,1,8
5305,1,1,0,0,0,8
5306,1,1,1,1,0,22
5307,1,1,0,0,0,16
5308,0,1,0,1,1,23
5309,1,1,1,0,1,0
5310,0,1,1,0,1,20
5311,1,1,0,1,0,3
5312,1,1,0,0,0,1
5313,1,0,1,1,1,15
5314,0,1,1,0,1,11
5315,1,0,0,0,0,5
5316,1,0,0,1,1,4
5317,1,0,1,1,1,9
5318,0,1,0,0,0,11
5319,0,1,1,1,1,22
5320,0,1,0,0,0,7
5321,1,1,1,1,1,8
5322,1,1,1,1,1,22
5323,1,1,0,0,1,16
5324,1,1,0,0,0,2
5325,1,1,0,0,0,5
5326,0,0,0,0,0,15
5327,1,0,0,1,1,8
5328,1,1,1,1,1,18
5329,0,0,1,1,0,24
5330,1,1,1,1,0,13
5331,1,0,1,0,0,17
5332,1,1,0,0,1,12
5333,1,0,0,1,0,8
5334,1,0,0,0,1,12
5335,1,0,0,0,1,7
5336,0,0,1,0,1,10
5337,0,1,1,1,1,20
5338,0,1,0,1,0,13
5339,0,1,0,0,1,24
5340,1,0,1,0,0,14
5341,0,1,0,0,0,20
5342,0,0,1,1,1,5
5343,0,1,0,0,0,15
5344,0,0,1,1,0,4
5345,1,0,1,1,1,21
5346,0,1,0,0,1,19
5347,0,0,0,1,0,7
5348,0,1,0,1,0,22
5349,1,0,1,0,0,6
5350,0,1,1,0,0,0
5351,0,1,1,0,0,15
5352,1,0,1,1,0,15
5353,1,0,1,1,1,14
5354,1,0,1,1,1,23
5355,1,1,1,1,1,11
5356,1,0,1,0,0,0
5357,1,0,0,0,0,17
5358,1,0,0,0,1,1
5359,1,1,0,0,1,5
5360,0,0,0,0,1,6
5361,1,0,1,0,0,22
5362,0,1,1,1,0,0
5363,0,1,1,1,0,11
5364,0,1,1,1,0,10
5365,1,1,0,0,1,17
5366,0,1,0,0,1,0
5367,0,0,1,1,0,6
5368,0,1,1,1,0,23
5369,0,0,0,1,1,3
5370,1,1,0,1,1,8
5371,0,0,0,0,1,19
5372,1,0,1,0,1,11
5373,1,1,1,0,0,24
5374,1,0,1,1,0,15
5375,1,1,1,0,1,17
5376,1,1,1,1,0,5
5377,1,1,1,1,1,10
5378,1,1,1,0,0,1
5379,1,1,0,1,1,5
5380,1,0,0,1,0,1
5381,1,1,1,1,0,4
5382,0,1,0,1,0,12
5383,1,1,0,1,1,7
5384,1,1,1,1,0,22
5385,1,0,1,1,0,8
5386,1,1,0,0,0,23
5387,0,1,1,0,1,12
5388,0,1,1,1,1,8
5389,0,0,1,0,1,1
5390,1,0,0,1,1,22
5391,1,0,1,0,0,16
5392,1,1,0,1,1,14
5393,1,1,0,1,1,23
5394,1,1,1,1,1,13
5395,0,0,0,0,0,2
5396,1,0,0,1,0,19
5397,0,0,0,1,0,15
5398,0,0,1,1,0,16
5399,0,0,0,1,1,0
5400,0,1,1,1,1,4
5401,1,1,0,0,0,2
5402,1,0,0,0,1,22
5403,1,1,1,0,1,0
5404,1,0,0,1,0,19
5405,1,1,1,1,1,13
5406,0,0,1,1,1,5
5407,1,0,0,0,1,23
5408,0,1,0,1,1,12
5409,0,0,0,0,0,20
5410,0,0,1,1,1,10
5411,1,1,0,0,1,5
5412,0,0,0,0,1,18
5413,0,1,1,1,0,3
5414,0,1,0,1,1,14
5415,0,0,1,1,1,12
5416,1,0,1,0,0,1
5417,0,0,0,1,1,5
5418,1,0,0,1,0,20
5419,1,1,1,0,1,1
5420,0,0,1,1,1,23
5421,1,1,0,1,1,24
5422,1,0,1,0,1,22
5423,0,1,1,1,0,5
5424,0,1,0,1,0,2
5425,0,0,0,0,0,8
5426,1,0,1,1,1,12
5427,0,1,0,1,0,9
5428,0,0,1,1,0,0
5429,0,1,0,1,0,8
5430,1,1,0,0,0,14
5431,1,0,1,0,0,13
5432,0,1,0,0,0,6
5433,0,0,1,1,1,0
5434,0,1,1,1,1,16
5435,1,1,0,1,1,21
5436,0,0,1,1,0,4
5437,1,1,0,0,1,0
5438,0,0,0,1,1,24
5439,0,0,1,0,1,12
5440,1,1,0,1,1,12
5441,1,0,0,1,0,11
5442,0,0,1,1,1,8
5443,1,0,1,0,0,5
5444,1,0,0,0,0,9
5445,1,1,1,1,1,17
5446,1,1,1,0,1,8
5447,0,0,0,1,0,21
5448,1,1,1,1,1,3
5449,0,1,1,0,0,9
5450,0,0,0,0,1,5
5451,0,0,1,1,1,24
5452,0,1,0,0,0,2
5453,0,1,1,1,1,17
5454,0,1,0,0,1,6
5455,0,1,1,0,0,21
5456,0,0,0,0,0,7
5457,0,1,0,1,0,1
5458,1,1,0,1,0,4
5459,0,0,0,1,1,0
5460,1,1,1,1,0,0
5461,0,0,0,1,1,8
5462,0,0,0,1,0,19
5463,1,1,1,1,0,22
5464,1,1,1,0,0,11
5465,1,0,1,1,1,1
5466,1,0,0,0,0,23
5467,0,1,0,1,1,6
5468,1,1,0,0,1,20
5469,1,0,0,0,1,9
5470,0,1,0,1,0,13
5471,0,0,1,1,0,2
5472,0,1,0,1,0,18
5473,0,1,0,0,1,0
5474,0,1,1,0,0,16
5475,1,0,0,1,0,7
5476,1,0,1,0,0,18
5477,0,1,1,1,1,7
5478,0,0,1,1,1,7
5479,0,0,1,0,1,19
5480,1,0,0,0,1,13
5481,0,1,1,1,0,23
5482,1,0,1,0,1,7
5483,1,0,1,0,0,6
5484,1,0,1,0,0,2
5485,1,0,0,1,1,14
5486,1,0,0,0,1,11
5487,1,0,0,0,1,7
5488,0,0,1,0,1,6
5489,0,1,1,0,0,18
5490,1,1,1,1,1,12
5491,0,1,1,0,0,23
5492,0,1,0,0,0,1
5493,0,0,0,1,1,20
5494,1,0,0,0,1,10
5495,0,0,0,0,0,14
5496,0,1,0,0,1,6
5497,0,1,1,0,0,16
5498,0,1,1,0,1,12
5499,1,0,0,1,0,5
5500,1,0,0,0,1,23
5501,1,0,0,0,1,3
5502,1,1,0,1,1,16
5503,1,1,0,0,0,21
5504,1,1,0,1,0,0
5505,1,1,0,1,0,16
5506,0,1,1,0,0,9
5507,0,0,1,1,1,24
5508,0,1,0,0,1,17
5509,0,0,1,0,1,22
5510,0,1,1,0,0,21
5511,1,0,0,1,1,13
5512,0,0,0,0,1,24
5513,0,0,0,0,1,13
5514,0,1,0,1,0,20
5515,1,1,1,0,0,3
5516,1,1,0,0,1,5
5517,1,1,1,0,1,9
5518,0,0,0,0,0,9
5519,1,1,1,0,0,12
5520,0,1,0,1,1,23
5521,0,0,1,0,1,11
5522,0,1,1,0,1,20
5523,0,0,1,0,1,1
5524,1,1,0,0,0,12
5525,1,0,1,1,1,3
5526,0,1,1,0,0,8
5527,0,0,1,0,1,17
5528,0,1,1,0,1,14
5529,1,0,1,1,1,23
5530,0,1,0,1,0,11
5531,0,1,1,1,1,23
5532,1,1,1,0,0,23
5533,0,0,0,0,1,15
5534,0,0,0,1,0,13
5535,0,0,0,1,0,10
5536,1,1,1,0,1,11
5537,1,1,1,1,0,20
5538,0,1,1,0,0,14
5539,1,0,0,0,0,23
5540,0,0,1,1,0,1
5541,1,0,0,1,0,6
5542,0,0,1,1,0,18
5543,1,0,0,0,1,0
5544,0,1,1,1,0,15
5545,1,1,1,0,0,16
5546,0,0,1,0,1,11
5547,0,0,1,0,1,23
5548,0,0,0,0,1,14
5549,0,0,0,0,0,9
5550,0,1,1,0,0,22
5551,1,0,1,1,0,2
5552,0,0,0,1,1,4
5553,1,0,1,1,1,20
5554,0,1,1,0,1,22
5555,1,1,0,0,1,4
5556,1,0,1,1,1,18
5557,1,0,1,0,0,14
5558,1,0,1,0,1,8
5559,1,1,1,1,1,15
5560,0,0,0,0,1,3
5561,0,1,0,0,1,13
5562,1,0,0,1,1,4
5563,1,0,0,1,1,14
5564,0,0,1,0,0,23
5565,1,1,0,0,1,5
5566,0,0,1,1,0,2
5567,1,0,0,0,1,3
5568,0,1,0,0,0,16
5569,1,1,0,1,1,12
5570,1,1,0,1,0,13
5571,0,1,0,0,1,7
5572,0,1,1,1,1,14
5573,1,0,0,1,0,16
5574,0,0,0,1,0,18
5575,1,0,1,0,0,20
5576,0,0,0,1,1,6
5577,0,1,1,0,0,17
5578,0,0,1,1,1,17
5579,0,0,1,1,1,5
5580,0,1,1,0,0,13
5581,1,1,0,0,1,16
5582,1,0,0,0,1,3
5583,1,1,1,1,1,20
5584,0,1,1,0,0,13
5585,1,1,0,0,1,17
5586,0,1,0,0,1,9
5587,0,1,0,1,0,16
5588,1,1,0,0,0,22
5589,1,0,1,0,1,7
5590,0,0,0,0,1,17
5591,0,1,1,0,0,17
5592,0,0,0,1,0,16
5593,1,0,1,1,1,21
5594,0,1,1,0,1,12
5595,0,1,0,1,0,10
5596,1,0,0,0,0,18
5597,0,0,0,0,1,12
5598,1,1,0,1,1,16
5599,0,1,0,0,1,8
5600,0,1,1,0,0,18
5601,1,0,1,0,1,16
5602,0,1,1,0,0,17
5603,1,0,1,0,0,11
5604,1,1,1,0,0,20
5605,0,0,0,1,1,13
5606,0,0,0,0,1,4
5607,1,1,0,1,0,20
5608,1,0,0,0,1,6
5609,0,1,0,1,1,4
5610,0,0,0,0,0,14
5611,0,1,0,0,1,14
5612,0,0,0,0,0,21
5613,0,1,0,0,1,21
5614,0,0,1,1,0,4
5615,1,1,1,1,0,10
5616,0,1,0,0,1,10
5617,0,0,0,1,1,12
5618,1,0,1,1,1,10
5619,1,0,1,0,1,0
5620,0,0,1,0,1,22
5621,0,0,0,0,1,1
5622,1,1,0,0,1,19
5623,1,0,1,1,1,21
5624,1,0,0,0,1,20
5625,1,1,0,1,0,0
5626,1,0,0,0,1,10
5627,1,0,1,1,0,8
5628,0,1,1,0,1,15
5629,0,1,1,1,1,10
5630,1,0,0,0,1,19
5631,1,0,1,1,1,24
5632,0,0,0,1,0,23
5633,1,0,1,0,1,5
5634,1,0,1,1,1,22
5635,1,1,1,0,0,24
5636,0,1,0,1,0,10
5637,0,1,0,0,0,2
5638,1,1,1,1,0,9
5639,1,1,0,0,1,23
5640,0,0,1,0,0,18
5641,0,0,1,1,1,17
5642,1,1,1,1,0,12
5643,0,0,1,0,1,24
5644,1,0,1,1,1,20
5645,0,0,1,0,0,23
5646,0,0,0,0,0,7
5647,1,1,1,1,1,12
5648,0,0,1,0,1,5
5649,0,0,1,0,1,11
5650,0,1,0,0,0,23
5651,1,1,0,1,0,14
5652,0,1,1,1,1,10
5653,1,1,1,0,0,12
5654,1,0,0,1,0,1
5655,1,1,1,0,1,16
5656,0,0,0,1,0,6
5657,0,1,1,0,0,3
5658,0,1,1,1,1,24
5659,0,0,1,1,0,8
5660,1,0,0,0,1,15
5661,1,1,0,0,0,5
5662,1,0,1,0,0,8
5663,0,1,1,0,0,6
5664,0,0,0,0,0,20
5665,0,1,0,1,1,16
5666,1,1,0,0,0,1
5667,1,0,1,1,1,11
5668,1,1,1,0,1,10
5669,1,0,1,0,0,12
5670,1,1,0,1,1,0
5671,1,1,1,0,0,7
5672,1,1,0,1,0,21
5673,0,0,1,0,0,15
5674,0,0,0,0,0,19
5675,0,0,0,1,1,24
5676,1,1,1,0,1,24
5677,0,0,0,1,1,23
5678,0,0,0,0,1,8
5679,0,0,0,0,0,18
5680,1,0,0,0,1,23
5681,0,1,0,1,0,9
5682,0,1,0,1,1,23
5683,1,0,1,1,0,19
5684,1,1,0,1,1,4
5685,1,1,0,0,1,13
5686,0,1,0,0,1,6
5687,1,0,0,0,1,2
5688,1,0,1,1,0,13
5689,1,0,1,0,0,10
5690,0,0,0,1,0,7
5691,1,0,1,0,0,5
5692,0,0,0,1,1,21
5693,1,0,1,1,0,14
5694,0,1,0,1,0,9
5695,1,0,0,0,0,4
5696,1,1,1,0,0,22
5697,0,0,0,0,1,0
5698,1,1,1,1,0,15
5699,1,0,1,0,1,9
5700,0,1,1,1,0,5
5701,1,1,0,1,1,5
5702,0,1,0,0,1,23
5703,0,0,0,1,1,1
5704,1,1,0,1,1,4
5705,1,1,0,1,0,8
5706,0,1,0,0,0,18
5707,1,1,0,0,1,22
5708,1,0,0,1,1,2
5709,1,1,1,1,0,24
5710,1,0,1,0,0,4
5711,1,0,1,1,1,10
5712,0,1,0,0,1,21
5713,1,0,1,0,0,4
5714,0,0,1,0,0,4
5715,0,1,0,1,0,15
5716,0,1,0,1,1,15
5717,1,0,0,0,1,12
5718,1,1,0,0,0,2
5719,0,1,1,1,1,20
5720,0,0,0,1,0,15
5721,0,0,0,0,1,11
5722,0,0,1,1,1,1
5723,0,0,1,1,1,7
5724,1,0,0,0,1,4
5725,0,0,0,1,1,9
5726,0,1,1,0,1,12
5727,0,0,1,0,0,11
5728,1,1,0,1,0,7
5729,0,0,0,1,0,14
5730,1,0,1,0,1,14
5731,1,1,1,0,1,15
5732,0,0,1,0,1,21
5733,1,1,1,1,1,15
5734,0,1,0,1,1,5
5735,0,0,0,0,0,2
5736,0,1,0,0,0,15
5737,1,0,0,1,1,19
5738,0,1,1,1,0,0
5739,0,1,1,1,0,3
5740,1,0,0,0,1,21
5741,1,1,1,0,1,16
5742,1,0,0,1,0,14
5743,0,1,0,0,1,19
5744,0,1,0,0,0,17
5745,1,1,1,1,1,5
5746,1,1,0,1,1,3
5747,1,1,1,0,0,19
5748,1,0,1,0,0,5
5749,1,0,1,0,0,7
5750,0,1,0,0,1,3
5751,0,0,1,0,1,12
5752,1,1,1,1,1,17
5753,0,1,0,0,1,14
5754,1,1,1,1,1,7
5755,1,0,0,1,0,17
5756,1,0,0,0,0,0
5757,1,0,1,0,0,10
5758,0,0,1,0,1,19
5759,0,0,1,1,1,9
5760,0,1,0,0,1,19
5761,0,0,1,0,1,6
5762,0,1,1,0,1,19
5763,1,0,1,0,0,11
5764,1,1,1,1,1,13
5765,1,0,0,1,1,21
5766,1,1,1,0,0,19
5767,1,1,0,1,1,16
5768,0,1,1,1,0,0
5769,1,0,1,0,1,3
5770,1,1,0,1,1,19
5771,1,0,1,0,1,10
5772,0,1,1,1,1,2
5773,1,0,1,0,1,7
5774,0,0,1,0,1,8
5775,0,1,0,0,1,6
5776,1,0,1,1,0,23
5777,0,0,1,0,0,2
5778,1,0,1,0,0,22
5779,0,1,0,0,1,5
5780,1,1,1,1,0,13
5781,1,1,0,1,1,20
5782,0,1,0,0,0,17
5783,1,0,0,1,0,2
5784,1,1,1,0,0,1
5785,1,0,1,0,1,24
5786,0,1,1,0,1,1
5787,0,0,0,1,1,4
5788,1,1,0,1,0,24
5789,1,1,1,0,1,23
5790,0,0,0,1,1,23
5791,0,0,1,0,1,0
5792,1,1,0,0,1,24
5793,1,0,1,0,0,12
5794,1,1,0,0,0,17
5795,0,0,0,1,1,7
5796,0,1,0,0,0,1
5797,1,0,1,0,1,20
5798,1,0,1,0,1,6
5799,0,1,1,1,1,10
5800,0,1,1,1,1,22
5801,0,1,0,1,1,24
5802,1,0,1,0,0,13
5803,1,1,0,1,1,19
5804,0,0,1,1,1,13
5805,1,0,1,1,1,10
5806,1,0,0,0,1,16
5807,0,0,1,0,0,4
5808,0,0,1,1,1,11
5809,1,0,0,1,0,0
5810,0,0,0,0,0,9
5811,1,1,0,1,1,2
5812,1,1,0,1,0,18
5813,0,1,1,0,1,6
5814,0,1,0,1,0,6
5815,0,0,0,1,0,2
5816,0,0,1,0,1,19
5817,1,1,0,1,1,17
5818,0,0,1,1,0,14
5819,0,0,1,0,0,1
5820,0,0,0,0,1,10
5821,1,0,1,1,1,18
5822,0,0,1,1,0,1
5823,0,1,1,1,1,12
5824,0,0,1,0,1,19
5825,1,1,1,0,1,0
5826,1,1,0,0,0,3
5827,0,0,1,0,1,7
5828,0,1,1,0,1,20
5829,1,0,0,0,1,21
5830,1,1,1,1,1,11
5831,0,0,0,0,1,23
5832,0,0,0,1,0,17
5833,0,1,1,0,1,7
5834,1,0,0,0,1,0
5835,1,0,0,1,0,10
5836,0,0,1,1,1,12
5837,0,0,1,0,0,2
5838,0,0,1,1,0,18
5839,0,0,0,1,1,13
5840,0,0,1,1,0,14
5841,0,1,1,1,0,19
5842,0,0,0,1,1,13
5843,1,1,0,0,1,9
5844,1,0,0,1,1,9
5845,0,1,0,1,1,0
5846,0,1,1,1,0,8
5847,1,0,1,1,1,17
5848,1,0,1,1,0,9
5849,1,1,1,1,1,10
5850,1,1,0,0,1,12
5851,0,1,1,0,1,15
5852,1,1,0,1,0,1
5853,1,0,0,1,0,14
5854,0,0,1,1,1,18
5855,1,0,1,1,0,22
5856,0,1,1,1,1,19
5857,0,1,0,0,1,21
5858,0,1,0,0,1,9
5859,0,0,1,1,1,23
5860,0,1,1,1,0,6
5861,1,0,0,1,1,3
5862,1,0,1,0,0,5
5863,1,1,1,1,1,13
5864,1,1,1,1,0,8
5865,0,0,0,0,0,2
5866,1,0,1,1,1,3
5867,1,1,0,0,0,5
5868,0,0,1,1,1,24
5869,1,0,1,0,1,16
5870,0,0,1,1,1,22
5871,0,0,0,1,1,15
5872,1,0,1,0,0,12
5873,0,0,1,0,0,2
5874,1,0,0,0,0,21
5875,0,1,1,1,0,21
5876,0,1,0,0,1,13
5877,0,1,1,0,1,4
5878,1,1,1,0,1,19
5879,1,1,0,1,1,9
5880,1,0,1,0,1,22
5881,0,0,1,1,1,17
5882,1,0,0,1,0,9
5883,1,1,1,0,0,17
5884,1,1,0,1,0,9
5885,0,0,1,0,1,5
5886,0,1,1,0,0,8
5887,1,1,0,0,0,22
5888,1,0,1,1,1,18
5889,0,0,1,1,1,22
5890,1,1,0,1,0,1
5891,1,1,0,0,1,20
5892,0,1,0,1,1,23
5893,0,1,0,1,1,13
5894,0,0,0,0,1,2
5895,1,0,1,0,1,3
5896,0,1,0,0,0,1
5897,0,1,0,0,1,3
5898,1,1,1,0,1,20
5899,0,0,0,1,0,10
5900,1,1,1,0,0,13
5901,0,1,1,1,1,0
5902,1,0,0,0,1,4
5903,0,0,1,0,1,0
5904,1,1,1,0,0,8
5905,1,0,1,1,1,13
5906,1,1,0,0,1,5
5907,1,0,0,1,0,4
5908,1,0,0,0,0,21
5909,1,0,1,0,1,20
5910,0,1,1,1,0,4
5911,1,0,1,1,1,17
5912,0,1,1,1,1,16
5913,1,1,0,0,0,23
5914,1,0,0,1,1,19
5915,1,1,1,0,0,23
5916,1,0,0,1,0,10
5917,0,1,1,0,1,1
5918,1,0,0,1,1,3
5919,0,1,0,1,1,12
5920,1,1,0,0,0,10
5921,1,0,0,1,1,24
5922,0,0,0,0,1,10
5923,0,1,0,0,1,22
5924,0,1,0,1,0,12
5925,1,0,1,0,1,22
5926,1,1,0,1,1,0
5927,1,1,0,1,1,22
5928,0,1,0,0,1,14
5929,1,0,0,0,1,4
5930,1,1,0,0,0,6
5931,1,1,1,1,0,6
5932,0,1,1,1,1,15
5933,1,0,0,0,0,23
5934,0,0,0,0,0,11
